data,hora,temperatura,umidade,luminosidade
2026-07-28,11:00,28.4,68.4,927
2026-07-28,12:00,29.6,64.5,904
2026-07-28,13:00,30.9,66.0,873
2026-07-28,14:00,30.8,61.2,792
2026-07-28,15:00,31.2,64.0,637
2026-07-28,16:00,30.9,63.9,482
2026-07-28,17:00,30.7,61.6,269
2026-07-28,18:00,29.5,70.0,0
2026-07-28,19:00,29.2,67.1,1
2026-07-28,20:00,28.3,67.5,24
2026-07-28,21:00,25.9,78.8,13
2026-07-28,22:00,25.8,75.9,19
2026-07-28,23:00,24.1,81.2,18
2026-07-29,00:00,23.2,81.0,9
2026-07-29,01:00,21.5,90.1,4
2026-07-29,02:00,21.5,89.3,9
2026-07-29,03:00,21.0,89.5,8
2026-07-29,04:00,22.3,84.0,23
2026-07-29,05:00,22.8,86.9,18
2026-07-29,06:00,23.1,83.9,7
2026-07-29,07:00,24.5,82.3,258
2026-07-29,08:00,25.7,78.2,490
2026-07-29,09:00,26.4,72.5,672
2026-07-29,10:00,27.6,73.6,780
2026-07-29,11:00,28.7,71.5,881
2026-07-29,12:00,30.7,65.7,945
2026-07-29,13:00,30.8,64.8,873
2026-07-29,14:00,31.4,64.7,781
2026-07-29,15:00,31.3,65.0,672
2026-07-29,16:00,31.5,63.1,452
2026-07-29,17:00,30.5,65.5,285
2026-07-29,18:00,29.9,69.0,14
2026-07-29,19:00,29.1,68.4,13
2026-07-29,20:00,27.6,70.9,2
2026-07-29,21:00,26.0,74.5,2
2026-07-29,22:00,24.8,77.9,3
2026-07-29,23:00,24.7,78.6,17
2026-07-30,00:00,23.6,81.6,5
2026-07-30,01:00,22.1,87.3,13
2026-07-30,02:00,21.5,86.7,24
2026-07-30,03:00,21.2,91.6,2
2026-07-30,04:00,21.2,87.2,9
2026-07-30,05:00,22.0,86.8,18
2026-07-30,06:00,23.7,79.5,22
2026-07-30,07:00,24.4,78.8,263
2026-07-30,08:00,25.8,79.4,490
2026-07-30,09:00,26.3,75.5,680
2026-07-30,10:00,27.7,71.3,813
2026-07-30,11:00,28.8,66.6,912
2026-07-30,12:00,29.6,69.1,948
2026-07-30,13:00,31.1,60.4,919
2026-07-30,14:00,32.1,57.6,820
2026-07-30,15:00,31.1,60.7,669
2026-07-30,16:00,32.0,63.2,466
2026-07-30,17:00,30.6,66.4,266
2026-07-30,18:00,30.6,67.2,6
2026-07-30,19:00,29.7,69.4,0
2026-07-30,20:00,28.5,68.0,25
2026-07-30,21:00,26.5,73.9,16
2026-07-30,22:00,25.8,74.5,2
2026-07-30,23:00,24.8,78.3,12
2026-07-31,00:00,23.2,80.9,11
2026-07-31,01:00,22.8,84.5,4
2026-07-31,02:00,21.2,90.8,18
2026-07-31,03:00,21.4,85.6,14
2026-07-31,04:00,22.2,83.6,8
2026-07-31,05:00,22.7,85.5,8
2026-07-31,06:00,23.0,84.9,5
2026-07-31,07:00,24.3,79.4,268
2026-07-31,08:00,25.6,78.5,470
2026-07-31,09:00,26.9,73.9,652
2026-07-31,10:00,28.6,66.8,803
2026-07-31,11:00,28.6,67.5,906
2026-07-31,12:00,29.7,68.5,914
2026-07-31,13:00,31.5,60.5,903
2026-07-31,14:00,32.0,60.1,792
2026-07-31,15:00,31.2,61.4,659
2026-07-31,16:00,31.3,60.1,501
2026-07-31,17:00,31.4,60.7,254
2026-07-31,18:00,30.9,61.4,3
2026-07-31,19:00,29.8,66.0,13
2026-07-31,20:00,27.7,73.1,11
2026-07-31,21:00,26.9,72.5,6
2026-07-31,22:00,25.5,75.5,3
2026-07-31,23:00,24.6,81.4,5
2026-08-01,00:00,23.5,83.9,6
2026-08-01,01:00,21.8,88.7,8
2026-08-01,02:00,22.1,87.4,22
2026-08-01,03:00,21.3,90.9,18
2026-08-01,04:00,21.8,90.0,19
2026-08-01,05:00,22.2,88.7,6
2026-08-01,06:00,23.9,84.0,48
2026-08-01,07:00,24.9,80.1,236
2026-08-01,08:00,24.8,79.9,497
2026-08-01,09:00,27.0,73.7,691
2026-08-01,10:00,27.7,70.0,790
2026-08-01,11:00,28.7,66.9,873
2026-08-01,12:00,30.9,66.0,947
2026-08-01,13:00,31.3,60.5,883
2026-08-01,14:00,31.6,60.1,797
2026-08-01,15:00,31.3,60.1,639
2026-08-01,16:00,31.8,58.7,456
2026-08-01,17:00,31.6,61.3,249
2026-08-01,18:00,30.7,61.9,10
2026-08-01,19:00,28.7,68.3,22
2026-08-01,20:00,27.5,71.0,11
2026-08-01,21:00,27.2,75.0,11
2026-08-01,22:00,24.9,80.9,12
2026-08-01,23:00,24.5,79.5,15
2026-08-02,00:00,23.3,81.0,8
2026-08-02,01:00,22.5,84.5,16
2026-08-02,02:00,21.6,85.0,13
2026-08-02,03:00,21.2,90.8,17
2026-08-02,04:00,22.5,85.9,10
2026-08-02,05:00,22.0,87.0,17
2026-08-02,06:00,23.2,80.9,24
2026-08-02,07:00,24.9,80.9,291
2026-08-02,08:00,25.8,74.1,461
2026-08-02,09:00,27.1,73.2,641
2026-08-02,10:00,28.0,69.4,828
2026-08-02,11:00,29.1,69.1,881
2026-08-02,12:00,30.5,64.5,911
2026-08-02,13:00,31.5,64.2,889
2026-08-02,14:00,31.5,62.0,827
2026-08-02,15:00,31.7,61.2,667
2026-08-02,16:00,31.7,59.2,494
2026-08-02,17:00,31.8,62.3,243
2026-08-02,18:00,30.5,63.1,39
2026-08-02,19:00,29.2,67.2,6
2026-08-02,20:00,27.6,71.0,1
2026-08-02,21:00,26.5,74.6,8
2026-08-02,22:00,25.1,80.3,23
2026-08-02,23:00,24.7,77.3,9
2026-08-03,00:00,24.0,81.0,24
2026-08-03,01:00,22.8,84.7,23
2026-08-03,02:00,21.5,91.1,20
2026-08-03,03:00,21.3,89.7,21
2026-08-03,04:00,22.6,84.9,22
2026-08-03,05:00,23.3,85.5,9
2026-08-03,06:00,23.5,85.4,45
2026-08-03,07:00,23.9,79.2,286
2026-08-03,08:00,25.1,78.9,472
2026-08-03,09:00,27.6,74.4,674
2026-08-03,10:00,28.4,73.0,831
2026-08-03,11:00,29.0,71.2,881
2026-08-03,12:00,30.0,63.2,947
2026-08-03,13:00,31.5,63.6,870
2026-08-03,14:00,31.3,63.1,806
2026-08-03,15:00,31.7,62.6,659
2026-08-03,16:00,31.3,62.2,509
2026-08-03,17:00,30.9,61.1,284
2026-08-03,18:00,30.3,65.3,1
2026-08-03,19:00,29.0,66.4,1
2026-08-03,20:00,28.4,70.4,10
2026-08-03,21:00,26.7,76.5,24
2026-08-03,22:00,26.0,76.6,4
2026-08-03,23:00,24.0,81.9,16
2026-08-04,00:00,24.1,81.3,17
2026-08-04,01:00,22.7,87.5,10
2026-08-04,02:00,22.5,84.2,11
2026-08-04,03:00,21.8,89.3,16
2026-08-04,04:00,22.7,85.7,6
2026-08-04,05:00,23.1,86.2,8
2026-08-04,06:00,24.2,83.4,8
2026-08-04,07:00,23.9,84.1,288
2026-08-04,08:00,26.4,74.7,497
2026-08-04,09:00,27.6,70.9,664
2026-08-04,10:00,28.4,70.5,814
2026-08-04,11:00,30.0,64.4,888
2026-08-04,12:00,30.2,66.2,931
2026-08-04,13:00,31.2,62.7,871
2026-08-04,14:00,31.7,62.9,787
2026-08-04,15:00,31.5,60.8,670
2026-08-04,16:00,32.3,57.5,452
2026-08-04,17:00,31.8,58.5,277
2026-08-04,18:00,30.3,62.5,11
2026-08-04,19:00,29.6,68.2,13
2026-08-04,20:00,28.1,71.9,6
2026-08-04,21:00,26.7,73.2,6
2026-08-04,22:00,25.9,76.6,3
2026-08-04,23:00,25.2,79.1,1
2026-08-05,00:00,23.0,82.3,22
2026-08-05,01:00,23.5,80.5,15
2026-08-05,02:00,22.3,83.6,9
2026-08-05,03:00,22.0,83.9,16
2026-08-05,04:00,22.5,85.0,18
2026-08-05,05:00,23.2,84.4,22
2026-08-05,06:00,23.0,85.8,26
2026-08-05,07:00,24.2,81.4,274
2026-08-05,08:00,25.2,80.6,501
2026-08-05,09:00,27.6,69.5,665
2026-08-05,10:00,28.0,71.3,835
2026-08-05,11:00,29.8,68.8,928
2026-08-05,12:00,30.3,62.9,903
2026-08-05,13:00,31.9,61.5,929
2026-08-05,14:00,31.5,64.0,780
2026-08-05,15:00,31.5,59.5,696
2026-08-05,16:00,31.6,60.3,491
2026-08-05,17:00,32.1,62.6,236
2026-08-05,18:00,30.9,62.3,23
2026-08-05,19:00,29.8,68.7,19
2026-08-05,20:00,27.9,71.2,9
2026-08-05,21:00,27.5,74.0,17
2026-08-05,22:00,26.4,74.3,2
2026-08-05,23:00,24.2,81.7,9
2026-08-06,00:00,24.3,81.8,7
2026-08-06,01:00,22.5,87.8,19
2026-08-06,02:00,21.9,85.4,20
2026-08-06,03:00,22.8,83.6,8
2026-08-06,04:00,23.1,86.5,1
2026-08-06,05:00,23.0,83.0,13
2026-08-06,06:00,23.1,81.8,14
2026-08-06,07:00,24.5,77.5,265
2026-08-06,08:00,25.5,74.8,476
2026-08-06,09:00,27.3,73.3,647
2026-08-06,10:00,28.0,73.2,800
2026-08-06,11:00,30.4,67.1,879
2026-08-06,12:00,31.0,64.3,927
2026-08-06,13:00,32.1,59.6,895
2026-08-06,14:00,32.5,58.3,817
2026-08-06,15:00,31.8,61.8,666
2026-08-06,16:00,31.6,60.6,472
2026-08-06,17:00,31.4,64.6,271
2026-08-06,18:00,31.4,61.1,50
2026-08-06,19:00,30.1,64.0,8
2026-08-06,20:00,28.8,71.5,20
2026-08-06,21:00,27.1,71.9,9
2026-08-06,22:00,26.4,76.3,15
2026-08-06,23:00,24.3,80.2,25
2026-08-07,00:00,23.9,84.3,3
2026-08-07,01:00,22.6,85.8,17
2026-08-07,02:00,22.3,83.6,23
2026-08-07,03:00,22.6,84.1,12
2026-08-07,04:00,22.3,83.1,15
2026-08-07,05:00,22.7,83.2,8
2026-08-07,06:00,24.4,78.8,38
2026-08-07,07:00,25.3,76.6,272
2026-08-07,08:00,26.0,75.0,500
2026-08-07,09:00,26.8,73.9,688
2026-08-07,10:00,28.3,70.8,795
2026-08-07,11:00,30.1,64.8,897
2026-08-07,12:00,30.2,63.3,900
2026-08-07,13:00,32.1,62.1,879
2026-08-07,14:00,32.8,60.4,814
2026-08-07,15:00,32.1,60.3,668
2026-08-07,16:00,32.5,59.7,481
2026-08-07,17:00,32.2,62.7,250
2026-08-07,18:00,30.6,63.0,16
2026-08-07,19:00,30.4,67.8,13
2026-08-07,20:00,29.0,67.2,0
2026-08-07,21:00,26.9,72.1,16
2026-08-07,22:00,26.1,75.6,4
2026-08-07,23:00,25.1,77.2,9
2026-08-08,00:00,24.0,80.1,3
2026-08-08,01:00,22.8,82.8,13
2026-08-08,02:00,22.9,86.6,0
2026-08-08,03:00,22.7,86.6,24
2026-08-08,04:00,22.1,89.4,9
2026-08-08,05:00,22.9,84.0,12
2026-08-08,06:00,23.2,82.3,53
2026-08-08,07:00,24.5,80.7,250
2026-08-08,08:00,26.7,77.1,507
2026-08-08,09:00,27.4,72.8,656
2026-08-08,10:00,28.4,70.5,809
2026-08-08,11:00,29.6,69.8,901
2026-08-08,12:00,31.1,64.2,923
2026-08-08,13:00,32.1,59.4,897
2026-08-08,14:00,32.5,57.2,789
2026-08-08,15:00,32.2,62.4,648
2026-08-08,16:00,31.7,58.7,466
2026-08-08,17:00,31.6,63.0,272
2026-08-08,18:00,31.2,60.2,12
2026-08-08,19:00,29.4,69.4,4
2026-08-08,20:00,29.2,68.1,14
2026-08-08,21:00,27.6,70.6,13
2026-08-08,22:00,26.0,75.9,21
2026-08-08,23:00,24.3,80.1,15
2026-08-09,00:00,23.3,85.2,9
2026-08-09,01:00,22.6,82.6,14
2026-08-09,02:00,23.0,83.5,1
2026-08-09,03:00,22.5,86.0,10
2026-08-09,04:00,23.2,84.3,22
2026-08-09,05:00,23.2,84.2,5
2026-08-09,06:00,23.9,83.6,57
2026-08-09,07:00,24.8,81.9,238
2026-08-09,08:00,26.8,71.9,501
2026-08-09,09:00,27.5,73.6,644
2026-08-09,10:00,28.7,69.3,810
2026-08-09,11:00,29.6,69.7,897
2026-08-09,12:00,30.4,63.6,910
2026-08-09,13:00,32.2,59.1,910
2026-08-09,14:00,32.3,58.5,829
2026-08-09,15:00,32.3,60.1,651
2026-08-09,16:00,32.4,59.9,466
2026-08-09,17:00,32.3,63.0,278
2026-08-09,18:00,31.0,64.0,11
2026-08-09,19:00,29.4,66.4,19
2026-08-09,20:00,28.9,67.6,1
2026-08-09,21:00,27.1,76.2,9
2026-08-09,22:00,26.3,72.9,14
2026-08-09,23:00,25.6,79.1,9
2026-08-10,00:00,23.9,80.7,24
2026-08-10,01:00,23.3,83.9,3
2026-08-10,02:00,23.1,86.0,15
2026-08-10,03:00,23.1,86.0,20
2026-08-10,04:00,22.5,83.2,17
2026-08-10,05:00,22.8,87.7,6
2026-08-10,06:00,23.8,83.5,44
2026-08-10,07:00,24.8,79.6,261
2026-08-10,08:00,26.4,75.8,483
2026-08-10,09:00,27.6,71.2,665
2026-08-10,10:00,28.8,70.1,801
2026-08-10,11:00,29.4,68.7,883
2026-08-10,12:00,31.7,61.4,939
2026-08-10,13:00,32.0,59.1,890
2026-08-10,14:00,32.7,57.2,800
2026-08-10,15:00,32.6,58.3,639
2026-08-10,16:00,32.9,58.6,458
2026-08-10,17:00,32.0,63.8,288
2026-08-10,18:00,30.6,64.8,36
2026-08-10,19:00,30.0,64.7,16
2026-08-10,20:00,28.5,70.7,7
2026-08-10,21:00,27.2,74.5,7
2026-08-10,22:00,26.8,77.1,9
2026-08-10,23:00,24.5,77.8,8
2026-08-11,00:00,30.5,64.8,13
2026-08-11,01:00,29.3,69.8,17
2026-08-11,02:00,29.0,70.0,19
2026-08-11,03:00,28.8,68.6,17
2026-08-11,04:00,29.5,65.0,22
2026-08-11,05:00,29.6,64.6,22
2026-08-11,06:00,29.8,64.7,11
2026-08-11,07:00,31.4,64.8,292
2026-08-11,08:00,32.1,60.3,461
2026-08-11,09:00,34.1,58.4,672
2026-08-11,10:00,35.2,55.2,813
2026-08-11,11:00,35.9,48.0,881
2026-08-11,12:00,37.6,49.3,956
2026-08-11,13:00,37.4,43.8,870
2026-08-11,14:00,38.5,42.4,831
2026-08-11,15:00,39.3,42.2,681
2026-08-11,16:00,38.0,44.1,503
2026-08-11,17:00,38.6,44.2,261
2026-08-11,18:00,36.8,46.1,34
2026-08-11,19:00,36.8,46.0,7
2026-08-11,20:00,35.4,49.1,24
2026-08-11,21:00,33.1,60.6,1
2026-08-11,22:00,31.8,63.4,4
2026-08-11,23:00,31.1,60.3,2
2026-08-12,00:00,30.8,62.5,8
2026-08-12,01:00,30.5,66.1,17
2026-08-12,02:00,30.0,65.5,19
2026-08-12,03:00,29.3,70.2,15
2026-08-12,04:00,30.0,67.1,6
2026-08-12,05:00,29.3,66.6,20
2026-08-12,06:00,30.8,64.2,16
2026-08-12,07:00,31.6,60.6,286
2026-08-12,08:00,32.5,58.8,483
2026-08-12,09:00,33.6,55.9,679
2026-08-12,10:00,35.0,50.4,817
2026-08-12,11:00,37.1,46.6,911
2026-08-12,12:00,37.5,47.5,922
2026-08-12,13:00,38.1,47.7,902
2026-08-12,14:00,39.6,38.6,827
2026-08-12,15:00,39.3,43.0,663
2026-08-12,16:00,39.5,39.2,509
2026-08-12,17:00,38.2,46.2,284
2026-08-12,18:00,38.3,44.7,23
2026-08-12,19:00,36.8,47.6,6
2026-08-12,20:00,36.2,47.1,12
2026-08-12,21:00,34.4,51.6,16
2026-08-12,22:00,33.1,56.6,21
2026-08-12,23:00,31.7,60.4,3
2026-08-13,00:00,31.5,59.2,16
2026-08-13,01:00,30.1,63.3,20
2026-08-13,02:00,29.8,65.4,18
2026-08-13,03:00,30.5,65.0,12
2026-08-13,04:00,29.7,68.4,14
2026-08-13,05:00,31.0,65.3,20
2026-08-13,06:00,31.5,59.9,38
2026-08-13,07:00,32.2,63.1,268
2026-08-13,08:00,34.2,53.3,493
2026-08-13,09:00,35.3,52.3,673
2026-08-13,10:00,36.7,47.9,821
2026-08-13,11:00,37.9,48.3,913
2026-08-13,12:00,39.0,39.9,919
2026-08-13,13:00,39.7,39.8,927
2026-08-13,14:00,40.2,41.8,805
2026-08-13,15:00,40.0,38.6,661
2026-08-13,16:00,39.8,39.1,475
2026-08-13,17:00,38.8,41.9,253
2026-08-13,18:00,38.7,40.9,1
2026-08-13,19:00,37.2,49.7,23
2026-08-13,20:00,35.6,48.4,1
2026-08-13,21:00,35.0,55.7,11
2026-08-13,22:00,34.1,55.7,15
2026-08-13,23:00,32.3,58.2,15
2026-08-14,00:00,31.6,59.0,6
2026-08-14,01:00,31.4,63.5,0
2026-08-14,02:00,30.9,64.6,16
2026-08-14,03:00,29.9,69.2,6
2026-08-14,04:00,30.2,62.9,1
2026-08-14,05:00,31.1,62.6,5
2026-08-14,06:00,32.6,61.1,9
2026-08-14,07:00,33.0,58.8,253
2026-08-14,08:00,33.8,55.6,466
2026-08-14,09:00,35.5,52.0,678
2026-08-14,10:00,37.1,46.3,815
2026-08-14,11:00,38.3,44.2,904
2026-08-14,12:00,38.5,45.1,913
2026-08-14,13:00,40.0,37.6,925
2026-08-14,14:00,40.4,40.1,809
2026-08-14,15:00,40.3,40.5,662
2026-08-14,16:00,40.5,38.0,467
2026-08-14,17:00,39.3,43.6,252
2026-08-14,18:00,38.7,45.5,14
2026-08-14,19:00,38.5,42.4,15
2026-08-14,20:00,36.8,46.9,5
2026-08-14,21:00,36.1,52.2,14
2026-08-14,22:00,34.8,54.9,15
2026-08-14,23:00,33.1,56.2,9
2026-08-15,00:00,33.1,60.2,14
2026-08-15,01:00,31.4,64.6,22
2026-08-15,02:00,31.8,63.5,19
2026-08-15,03:00,31.3,64.2,5
2026-08-15,04:00,30.5,64.7,11
2026-08-15,05:00,31.2,64.0,10
2026-08-15,06:00,33.2,58.3,21
2026-08-15,07:00,33.1,55.1,286
2026-08-15,08:00,34.1,58.0,488
2026-08-15,09:00,36.5,49.3,675
2026-08-15,10:00,37.7,45.7,781
2026-08-15,11:00,38.4,43.8,907
2026-08-15,12:00,38.9,43.7,953
2026-08-15,13:00,40.9,36.1,913
2026-08-15,14:00,41.5,37.0,800
2026-08-15,15:00,41.0,37.0,640
2026-08-15,16:00,40.5,40.4,491
2026-08-15,17:00,40.4,37.0,243
2026-08-15,18:00,40.3,40.1,38
2026-08-15,19:00,38.2,42.8,3
2026-08-15,20:00,36.9,45.8,21
2026-08-15,21:00,35.8,49.5,6
2026-08-15,22:00,35.0,52.9,23
2026-08-15,23:00,33.5,56.7,1
2026-08-16,00:00,32.4,62.6,24
2026-08-16,01:00,32.7,56.9,19
2026-08-16,02:00,31.7,59.6,12
2026-08-16,03:00,31.5,63.1,4
2026-08-16,04:00,31.5,62.7,7
2026-08-16,05:00,31.7,61.8,13
2026-08-16,06:00,33.3,56.8,27
2026-08-16,07:00,33.9,54.4,245
2026-08-16,08:00,35.3,53.2,499
2026-08-16,09:00,36.5,50.1,678
2026-08-16,10:00,38.2,47.3,806
2026-08-16,11:00,39.6,40.6,883
2026-08-16,12:00,40.0,42.6,917
2026-08-16,13:00,41.4,39.3,918
2026-08-16,14:00,41.2,37.3,787
2026-08-16,15:00,41.5,35.4,648
2026-08-16,16:00,40.8,40.6,496
2026-08-16,17:00,41.5,38.9,273
2026-08-16,18:00,40.3,36.5,29
2026-08-16,19:00,38.9,43.6,6
2026-08-16,20:00,38.2,44.3,23
2026-08-16,21:00,36.8,47.6,14
2026-08-16,22:00,35.5,51.0,21
2026-08-16,23:00,34.6,56.1,1
2026-08-17,00:00,33.3,55.3,2
2026-08-17,01:00,33.2,57.8,6
2026-08-17,02:00,31.8,60.9,1
2026-08-17,03:00,32.2,62.4,9
2026-08-17,04:00,31.8,63.1,9
2026-08-17,05:00,33.1,60.8,5
2026-08-17,06:00,34.2,56.1,30
2026-08-17,07:00,34.6,56.6,250
2026-08-17,08:00,35.4,51.0,474
2026-08-17,09:00,36.5,51.3,656
2026-08-17,10:00,38.8,44.8,823
2026-08-17,11:00,40.2,39.3,900
2026-08-17,12:00,40.5,37.9,928
2026-08-17,13:00,41.4,37.9,927
2026-08-17,14:00,42.4,31.6,822
2026-08-17,15:00,42.1,36.4,662
2026-08-17,16:00,42.3,35.1,465
2026-08-17,17:00,41.4,38.7,285
2026-08-17,18:00,41.0,37.1,20
2026-08-17,19:00,39.3,39.9,10
2026-08-17,20:00,38.8,43.1,8
2026-08-17,21:00,37.4,48.8,19
2026-08-17,22:00,35.5,48.7,14
2026-08-17,23:00,34.9,50.4,24
2026-08-18,00:00,25.4,76.0,24
2026-08-18,01:00,23.4,84.3,9
2026-08-18,02:00,24.2,82.2,4
2026-08-18,03:00,23.4,84.9,3
2026-08-18,04:00,23.8,84.1,16
2026-08-18,05:00,24.6,78.8,2
2026-08-18,06:00,25.4,77.1,1
2026-08-18,07:00,25.9,79.3,234
2026-08-18,08:00,27.7,69.6,505
2026-08-18,09:00,27.9,72.6,678
2026-08-18,10:00,29.7,65.2,820
2026-08-18,11:00,31.1,63.0,892
2026-08-18,12:00,31.7,63.2,953
2026-08-18,13:00,32.6,56.9,928
2026-08-18,14:00,33.1,59.3,799
2026-08-18,15:00,34.0,55.2,677
2026-08-18,16:00,33.3,59.6,461
2026-08-18,17:00,32.2,59.9,279
2026-08-18,18:00,32.0,58.2,27
2026-08-18,19:00,30.8,63.1,3
2026-08-18,20:00,29.1,69.2,6
2026-08-18,21:00,28.7,70.5,3
2026-08-18,22:00,27.6,75.1,24
2026-08-18,23:00,26.1,74.5,13
2026-08-19,00:00,24.2,81.4,7
2026-08-19,01:00,24.7,82.7,12
2026-08-19,02:00,23.0,81.4,10
2026-08-19,03:00,23.1,82.0,21
2026-08-19,04:00,23.2,84.8,9
2026-08-19,05:00,24.5,80.5,24
2026-08-19,06:00,24.8,81.2,42
2026-08-19,07:00,25.7,76.3,238
2026-08-19,08:00,27.8,73.8,477
2026-08-19,09:00,28.0,69.6,666
2026-08-19,10:00,29.9,66.1,803
2026-08-19,11:00,30.5,64.2,901
2026-08-19,12:00,31.6,60.3,901
2026-08-19,13:00,32.8,56.8,921
2026-08-19,14:00,33.3,58.1,795
2026-08-19,15:00,34.0,57.6,682
2026-08-19,16:00,33.1,60.2,455
2026-08-19,17:00,32.4,58.2,252
2026-08-19,18:00,32.4,58.2,8
2026-08-19,19:00,30.5,66.9,23
2026-08-19,20:00,30.1,66.3,11
2026-08-19,21:00,28.5,71.0,8
2026-08-19,22:00,26.6,74.1,23
2026-08-19,23:00,26.4,77.5,3
2026-08-20,00:00,24.3,79.1,16
2026-08-20,01:00,24.0,79.7,6
2026-08-20,02:00,23.9,81.9,9
2026-08-20,03:00,22.9,82.9,16
2026-08-20,04:00,24.3,81.5,16
2026-08-20,05:00,24.1,79.0,9
2026-08-20,06:00,24.9,79.6,47
2026-08-20,07:00,26.1,73.3,233
2026-08-20,08:00,27.0,74.6,489
2026-08-20,09:00,28.2,67.8,662
2026-08-20,10:00,30.0,67.6,799
2026-08-20,11:00,31.3,61.9,903
2026-08-20,12:00,31.9,61.3,918
2026-08-20,13:00,32.5,58.9,914
2026-08-20,14:00,32.8,61.8,782
2026-08-20,15:00,34.1,54.2,642
2026-08-20,16:00,33.1,57.7,464
2026-08-20,17:00,33.5,55.2,240
2026-08-20,18:00,31.8,61.8,42
2026-08-20,19:00,30.6,63.8,2
2026-08-20,20:00,30.0,68.0,17
2026-08-20,21:00,29.0,65.6,15
2026-08-20,22:00,26.7,72.0,21
2026-08-20,23:00,26.4,77.7,1
2026-08-21,00:00,25.4,77.6,18
2026-08-21,01:00,24.2,79.2,18
2026-08-21,02:00,23.8,79.3,16
2026-08-21,03:00,23.5,83.7,16
2026-08-21,04:00,24.1,79.1,8
2026-08-21,05:00,24.8,76.9,17
2026-08-21,06:00,25.5,78.4,17
2026-08-21,07:00,26.1,77.2,238
2026-08-21,08:00,27.2,70.7,450
2026-08-21,09:00,28.3,69.5,654
2026-08-21,10:00,30.0,66.3,798
2026-08-21,11:00,30.5,64.3,873
2026-08-21,12:00,31.4,59.5,925
2026-08-21,13:00,32.5,59.5,880
2026-08-21,14:00,33.7,56.0,823
2026-08-21,15:00,33.8,57.4,662
2026-08-21,16:00,33.7,58.6,479
2026-08-21,17:00,33.4,56.8,269
2026-08-21,18:00,32.3,58.7,29
2026-08-21,19:00,30.8,64.5,6
2026-08-21,20:00,29.7,65.5,4
2026-08-21,21:00,28.3,68.3,3
2026-08-21,22:00,27.3,70.1,13
2026-08-21,23:00,26.1,75.2,23
2026-08-22,00:00,25.3,78.1,4
2026-08-22,01:00,24.8,77.4,18
2026-08-22,02:00,23.2,82.1,22
2026-08-22,03:00,23.1,86.5,14
2026-08-22,04:00,24.5,82.0,21
2026-08-22,05:00,24.5,79.3,2
2026-08-22,06:00,24.5,79.1,2
2026-08-22,07:00,25.9,76.4,271
2026-08-22,08:00,27.0,72.0,473
2026-08-22,09:00,28.6,71.8,665
2026-08-22,10:00,29.4,69.0,795
2026-08-22,11:00,31.9,59.5,918
2026-08-22,12:00,32.7,60.3,943
2026-08-22,13:00,32.8,60.0,875
2026-08-22,14:00,34.1,56.9,827
2026-08-22,15:00,33.6,59.5,671
2026-08-22,16:00,33.9,55.1,465
2026-08-22,17:00,33.1,56.3,284
2026-08-22,18:00,32.8,59.3,26
2026-08-22,19:00,31.3,62.7,14
2026-08-22,20:00,29.8,68.7,18
2026-08-22,21:00,28.6,67.5,6
2026-08-22,22:00,27.7,74.2,6
2026-08-22,23:00,25.5,80.4,8
2026-08-23,00:00,25.0,81.5,4
2026-08-23,01:00,24.2,79.3,17
2026-08-23,02:00,23.3,85.1,25
2026-08-23,03:00,24.4,80.3,9
2026-08-23,04:00,23.9,83.4,25
2026-08-23,05:00,25.1,79.3,16
2026-08-23,06:00,25.1,78.7,35
2026-08-23,07:00,26.0,77.1,239
2026-08-23,08:00,27.3,74.2,508
2026-08-23,09:00,29.4,67.7,649
2026-08-23,10:00,30.4,66.1,828
2026-08-23,11:00,30.6,64.8,878
2026-08-23,12:00,32.3,57.3,917
2026-08-23,13:00,32.7,59.4,890
2026-08-23,14:00,33.7,58.1,782
2026-08-23,15:00,34.3,57.0,660
2026-08-23,16:00,33.7,56.1,500
2026-08-23,17:00,33.1,56.6,290
2026-08-23,18:00,32.3,57.5,38
2026-08-23,19:00,31.5,65.0,15
2026-08-23,20:00,30.1,68.8,1
2026-08-23,21:00,29.0,66.9,7
2026-08-23,22:00,28.1,69.3,10
2026-08-23,23:00,26.9,73.4,2
2026-08-24,00:00,25.4,75.7,6
2026-08-24,01:00,24.4,83.3,6
2026-08-24,02:00,24.1,79.4,1
2026-08-24,03:00,23.5,82.3,17
2026-08-24,04:00,23.9,83.4,10
2026-08-24,05:00,25.2,81.2,9
2026-08-24,06:00,25.1,80.8,48
2026-08-24,07:00,26.0,76.3,249
2026-08-24,08:00,27.6,74.8,478
2026-08-24,09:00,29.0,69.3,652
2026-08-24,10:00,29.9,68.6,816
2026-08-24,11:00,31.7,61.0,878
2026-08-24,12:00,32.8,55.8,956
2026-08-24,13:00,33.1,59.4,910
2026-08-24,14:00,34.3,54.2,784
2026-08-24,15:00,33.4,58.4,672
2026-08-24,16:00,34.1,58.0,456
2026-08-24,17:00,32.8,59.8,284
2026-08-24,18:00,32.5,57.7,42
2026-08-24,19:00,31.6,59.2,4
2026-08-24,20:00,29.7,67.3,8
2026-08-24,21:00,28.7,70.1,12
2026-08-24,22:00,28.0,72.1,1
2026-08-24,23:00,26.4,76.5,2
2026-08-25,00:00,25.3,80.8,6
2026-08-25,01:00,25.0,80.2,11
2026-08-25,02:00,23.7,80.5,4
2026-08-25,03:00,23.7,79.4,20
